"pairId:INTEGER","amzn.id:INTEGER","bnn.id:INTEGER","amzn.ISBN_13:INTEGER","amzn.Title:TEXT","amzn.Author:TEXT","amzn.Price:FLOAT","amzn.Publisher:TEXT","amzn.Publication_date:TEXT","amzn.Pages:INTEGER","bnn.ISBN_13:TEXT","bnn.Title:TEXT","bnn.Author:TEXT","bnn.Price:FLOAT","bnn.Publisher:TEXT","bnn.Publication_date:TEXT","bnn.Pages:INTEGER","label:INTEGER"
"231","1009","1887","9781455529544","One in a Million (A Lucky Harbor novel)","Jill Shalvis","7.2","Grand Central Publishing","10/14/2014","352","9780446556798","The Gods of Guilt (Mickey Haller Series #5)","Michael Connelly","7.0","Grand Central Publishing","10/28/2014","464","0"
"232","1043","229","9780743499316","Zane's The Other Side of the Pillow: A Novel","Zane","15.96","Atria Books","08/05/2014","288","9781476702995","The House We Grew Up In","Lisa Jewell","16.56","Atria Books","08/12/2014","400","0"
"233","1043","1110","9780743499316","Zane's The Other Side of the Pillow: A Novel","Zane","15.96","Atria Books","08/05/2014","288","9781476748047","Addicted: Every Woman Needs an Escape","Zane","9.67","Atria Books","08/26/2014","336","0"
"234","1043","1584","9780743499316","Zane's The Other Side of the Pillow: A Novel","Zane","15.96","Atria Books","08/05/2014","288","9781476749235","Windigo Island (Cork O'Connor Series #14)","William Kent Krueger","16.75","Atria Books","08/19/2014","352","0"
"235","1043","2466","9780743499316","Zane's The Other Side of the Pillow: A Novel","Zane","15.96","Atria Books","08/05/2014","288","9781476765365","Pulse (Collide Series #2)","Gail McHugh","9.67","Atria Books","08/12/2014","432","0"
"236","1054","2450","9780374534158","My Struggle: Book 2: A Man in Love","Karl Ove Knausgaard","11.94","Farrar, Straus and Giroux","06/03/2014","608","9780374534158","My Struggle, Book Two: A Man in Love","Karl Ove Knausgaard","12.06","Farrar, Straus and Giroux","06/03/2014","608","1"
"237","1080","829","9781455554669","A Life Intercepted: A Novel","Charles Martin","23.4","Center Street","09/02/2014","336","9781455554669","A Life Intercepted: A Novel","Charles Martin","23.28","Center Street","09/02/2014","336","1"
"238","1091","546","9781455582341","How Google Works","Eric Schmidt","17.99","Grand Central Publishing","09/23/2014","304","9781455521180","The Target (Will Robie Series #3)","David Baldacci","11.84","Grand Central Publishing","09/16/2014","464","0"
"239","1091","1636","9781455582341","How Google Works","Eric Schmidt","17.99","Grand Central Publishing","09/23/2014","304","9781455556656","Moonlight Raider","Amanda Scott","6.8","Grand Central Publishing","09/30/2014","400","0"
"240","1091","2115","9781455582341","How Google Works","Eric Schmidt","17.99","Grand Central Publishing","09/23/2014","304","9781455520633","The Longest Ride","Nicholas Sparks","6.8","Grand Central Publishing","09/30/2014","496","0"
"241","1091","2249","9781455582341","How Google Works","Eric Schmidt","17.99","Grand Central Publishing","09/23/2014","304","9781455599134","Jagged","Kristen Ashley","5.95","Grand Central Publishing","09/30/2014","400","0"
"242","1091","2948","9781455582341","How Google Works","Eric Schmidt","17.99","Grand Central Publishing","09/23/2014","304","9781455551859","Ring in the Holidays","Katie Lane","5.1","Grand Central Publishing","09/30/2014","368","0"
"243","1091","3100","9781455582341","How Google Works","Eric Schmidt","17.99","Grand Central Publishing","09/23/2014","304","9781455527717","It Happened at Christmas","Debbie Mason","5.1","Grand Central Publishing","09/30/2014","384","0"
"244","1103","322","9781118531648","JavaScript and JQuery: Interactive Front-End Web Development","Jon Duckett","26.67","Wiley","06/30/2014","640","9781118862155","Autodesk Revit Architecture 2015: No Experience Required: Autodesk Official Press","Eric Wing","37.77","Wiley","06/09/2014","1008","0"
"245","1103","2170","9781118531648","JavaScript and JQuery: Interactive Front-End Web Development","Jon Duckett","26.67","Wiley","06/30/2014","640","9781118707814","Social Media Design For Dummies","Janine Warner","21.71","Wiley","06/16/2014","352","0"
"246","1103","2228","9781118531648","JavaScript and JQuery: Interactive Front-End Web Development","Jon Duckett","26.67","Wiley","06/30/2014","640","9781118822661","SketchUp 2014 For Dummies","Aidan Chopra","18.81","Wiley","06/23/2014","492","0"
"247","1104","245","9781118907443","Web Design with HTML, CSS, JavaScript and jQuery Set","Jon Duckett","38.69","Wiley","07/08/2014","1152","9781118919316","Teach Yourself VISUALLY Samsung Galaxy S5","Guy Hart-Davis","20.0","Wiley","07/21/2014","352","0"
"248","1105","186","9781118008188","HTML and CSS: Design and Build Websites","Jon Duckett","17.39","Wiley","11/08/2011","512","9781119976875","Typographic Web Design: How to Think Like a Typographer in HTML and CSS","Laura Franz","28.74","Wiley","11/01/2011","336","0"
"249","1105","813","9781118008188","HTML and CSS: Design and Build Websites","Jon Duckett","17.39","Wiley","11/08/2011","512","9783527409723","Laser Welding of Plastics: Materials, Processes and Industrial Applications","Rolf Klein","123.7","Wiley","11/22/2011","260","0"
"250","1105","984","9781118008188","HTML and CSS: Design and Build Websites","Jon Duckett","17.39","Wiley","11/08/2011","512","9780470942192","Teach Yourself VISUALLY iPhone 4S","Guy Hart-Davis","15.18","Wiley","11/15/2011","320","0"
"251","1105","1001","9781118008188","HTML and CSS: Design and Build Websites","Jon Duckett","17.39","Wiley","11/08/2011","512","9781118093849","iPhone 4S Portable Genius","Paul McFedries","17.35","Wiley","11/29/2011","352","0"
"252","1105","2131","9781118008188","HTML and CSS: Design and Build Websites","Jon Duckett","17.39","Wiley","11/08/2011","512","9780470945018","YouTube and Video Marketing: An Hour a Day","Greg Jarboe","18.73","Wiley","11/01/2011","504","0"
"253","1105","2597","9781118008188","HTML and CSS: Design and Build Websites","Jon Duckett","17.39","Wiley","11/08/2011","512","9781118015940","Audel Multi-Craft Industrial Reference","Thomas B. Davis","9.33","Wiley","11/08/2011","192","0"
"254","1125","726","9781118490365","Excel 2013 Bible","John Walkenbach","28.99","Wiley","03/04/2013","1056","9781119944539","Introduction to Tribology","Bharat Bhushan","136.04","Wiley","03/25/2013","738","0"
"255","1125","778","9781118490365","Excel 2013 Bible","John Walkenbach","28.99","Wiley","03/04/2013","1056","9781118486498","Windows Server 2012 Hyper-V Installation and Configuration Guide","Aidan Finn","37.58","Wiley","03/25/2013","600","0"
"256","1125","1006","9781118490365","Excel 2013 Bible","John Walkenbach","28.99","Wiley","03/04/2013","1056","9781118517680","Teach Yourself VISUALLY Office 2013","Elaine Marmel","17.84","Wiley","03/18/2013","448","0"
"257","1125","2704","9781118490365","Excel 2013 Bible","John Walkenbach","28.99","Wiley","03/04/2013","1056","9781118394151","Android Design Patterns: Interaction Design Solutions for Developers","Greg Nudelman","29.04","Wiley","03/11/2013","456","0"
"258","1125","3187","9781118490365","Excel 2013 Bible","John Walkenbach","28.99","Wiley","03/04/2013","1056","9781118510421","Teach Yourself VISUALLY PowerPoint 2013","William Wood","19.78","Wiley","03/18/2013","352","0"
"259","1159","3152","9781285166025","Microsoft Office 2013: Introductory (Shelly Cashman)","Misty E. Vermaat","171.99","Cengage Learning","05/31/2013","1200","9781285093284","Microsoft Access 2013: Illustrated Introductory","Lisa Friedrichsen","0.0","Cengage Learning","05/16/2013","280","0"
"260","1166","2328","9781430264484","Pro AngularJS (Expert's Voice in Web Development)","Adam Freeman","36.27","Apress","03/25/2014","688","9781430261452","Building the Infrastructure for Cloud Security: A Solutions View","Raghuram Yeluri","37.72","Apress","03/31/2014","244","0"
"261","1189","216","9781118661468","Data Smart: Using Data Science to Transform Information into Insight","John W. Foreman","29.68","Wiley","11/04/2013","432","9781118511886","Electrical Overstress (EOS): Devices, Circuits and Systems","Steven H. Voldman","89.83","Wiley","11/11/2013","368","0"
"262","1189","981","9781118661468","Data Smart: Using Data Science to Transform Information into Insight","John W. Foreman","29.68","Wiley","11/04/2013","432","9781118691816","OS X Mavericks All-in-One For Dummies","Mark L. Chambers","25.42","Wiley","11/11/2013","792","0"
"263","1189","1413","9781118661468","Data Smart: Using Data Science to Transform Information into Insight","John W. Foreman","29.68","Wiley","11/04/2013","432","9781118643693","Photoshop CC Bible","Lisa DaNae Dayley","33.52","Wiley","11/04/2013","1152","0"
"264","1189","1844","9781118661468","Data Smart: Using Data Science to Transform Information into Insight","John W. Foreman","29.68","Wiley","11/04/2013","432","9781118751251","Adventures In Raspberry Pi","Carrie Anne Philbin","16.15","Wiley","11/25/2013","256","0"
"265","1189","1853","9781118661468","Data Smart: Using Data Science to Transform Information into Insight","John W. Foreman","29.68","Wiley","11/04/2013","432","9781118677766","MacBook Pro Portable Genius","Galen Gruman","20.56","Wiley","11/11/2013","416","0"
"266","1189","2680","9781118661468","Data Smart: Using Data Science to Transform Information into Insight","John W. Foreman","29.68","Wiley","11/04/2013","432","9781118556832","Mastering Microsoft Exchange Server 2013","David Elfassy","38.26","Wiley","11/18/2013","816","0"
"267","1189","2699","9781118661468","Data Smart: Using Data Science to Transform Information into Insight","John W. Foreman","29.68","Wiley","11/04/2013","432","9781118745311","Oracle 12c For Dummies","Chris Ruel","24.43","Wiley","11/18/2013","432","0"
"268","1195","686","9780321827333","Adobe Photoshop CS6 Classroom in a Book","Adobe Creative Team","34.41","Adobe Press","06/01/2012","432","9780321822444","Adobe Fireworks CS6 Classroom in a Book","Adobe Creative Team","34.69","Adobe Press","06/28/2012","352","0"
"269","1198","284","9781118490396","Excel 2013 Power Programming with VBA","John Walkenbach","28.99","Wiley","04/01/2013","1104","9781118329580","Windows For Tablets For Dummies","Andy Rathbone","15.6","Wiley","04/01/2013","312","0"
"270","1198","527","9781118490396","Excel 2013 Power Programming with VBA","John Walkenbach","28.99","Wiley","04/01/2013","1104","9781118543191","Android Tablets For Dummies","Dan Gookin","18.49","Wiley","04/29/2013","320","0"
"271","1198","1468","9781118490396","Excel 2013 Power Programming with VBA","John Walkenbach","28.99","Wiley","04/01/2013","1104","9780470751848","Radio Propagation Measurement and Channel Modelling","Sana Salous","102.72","Wiley","04/22/2013","422","0"
"272","1198","1658","9781118490396","Excel 2013 Power Programming with VBA","John Walkenbach","28.99","Wiley","04/01/2013","1104","9781118554210","Raspberry Pi For Dummies","Sean McManus","15.24","Wiley","04/15/2013","432","0"
"273","1198","1812","9781118490396","Excel 2013 Power Programming with VBA","John Walkenbach","28.99","Wiley","04/01/2013","1104","9781118505427","Excel 2013 Simplified","Paul McFedries","18.18","Wiley","04/01/2013","288","0"
"274","1198","3025","9781118490396","Excel 2013 Power Programming with VBA","John Walkenbach","28.99","Wiley","04/01/2013","1104","9781118213704","PHP, MySQL, JavaScript & HTML5 All-in-One For Dummies","Steve Suehring","26.87","Wiley","04/01/2013","720","0"
"275","1198","3164","9781118490396","Excel 2013 Power Programming with VBA","John Walkenbach","28.99","Wiley","04/01/2013","1104","9781118517192","Macs For Dummies","Edward C. Baig","16.68","Wiley","04/01/2013","456","0"
"276","1210","284","9781118490358","Access 2013 Bible","Michael Alexander","32.06","Wiley","04/29/2013","1296","9781118329580","Windows For Tablets For Dummies","Andy Rathbone","15.6","Wiley","04/01/2013","312","0"
"277","1210","527","9781118490358","Access 2013 Bible","Michael Alexander","32.06","Wiley","04/29/2013","1296","9781118543191","Android Tablets For Dummies","Dan Gookin","18.49","Wiley","04/29/2013","320","0"
"278","1210","1468","9781118490358","Access 2013 Bible","Michael Alexander","32.06","Wiley","04/29/2013","1296","9780470751848","Radio Propagation Measurement and Channel Modelling","Sana Salous","102.72","Wiley","04/22/2013","422","0"
"279","1210","1658","9781118490358","Access 2013 Bible","Michael Alexander","32.06","Wiley","04/29/2013","1296","9781118554210","Raspberry Pi For Dummies","Sean McManus","15.24","Wiley","04/15/2013","432","0"
"280","1210","1812","9781118490358","Access 2013 Bible","Michael Alexander","32.06","Wiley","04/29/2013","1296","9781118505427","Excel 2013 Simplified","Paul McFedries","18.18","Wiley","04/01/2013","288","0"
"281","1210","3025","9781118490358","Access 2013 Bible","Michael Alexander","32.06","Wiley","04/29/2013","1296","9781118213704","PHP, MySQL, JavaScript & HTML5 All-in-One For Dummies","Steve Suehring","26.87","Wiley","04/01/2013","720","0"
"282","1210","3164","9781118490358","Access 2013 Bible","Michael Alexander","32.06","Wiley","04/29/2013","1296","9781118517192","Macs For Dummies","Edward C. Baig","16.68","Wiley","04/01/2013","456","0"
"283","1220","36","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9781118541906","Microsoft Exchange Server 2013: Design, Deploy and Deliver an Enterprise Messaging Solution","Nathan Winters","37.4","Wiley","07/29/2013","408","0"
"284","1220","155","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9781118575024","AutoCAD Civil 3D 2014 Essentials: Autodesk Official Press","Eric Chappell","36.47","Wiley","07/01/2013","416","0"
"285","1220","158","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9780470686133","Adaptive Processing of Brain Signals","Saeid Sanei","99.4","Wiley","07/15/2013","468","0"
"286","1220","166","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9781118575048","Mastering AutoCAD 2014 and AutoCAD LT 2014: Autodesk Official Press","George Omura","36.44","Wiley","07/01/2013","1248","0"
"287","1220","188","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9781118575109","AutoCAD 2014 and AutoCAD LT 2014: No Experience Required: Autodesk Official Press","Donnie Gladfelter","25.24","Wiley","07/29/2013","1104","0"
"288","1220","224","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9781118575208","Autodesk Inventor 2014 Essentials: Autodesk Official Press","Thom Tremblay","32.14","Wiley","07/29/2013","416","0"
"289","1220","671","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9781118568118","Advanced Aircraft Design: Conceptual Design, Technology and Optimization of Subsonic Civil Airplanes","Egbert Torenbeek","102.96","Wiley","07/15/2013","436","0"
"290","1220","993","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9781118607787","Starting an Online Business For Dummies","Greg Holden","20.09","Wiley","07/10/2013","456","0"
"291","1220","1909","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9781118554807","Blog Design For Dummies","Melissa Culbertson","19.57","Wiley","07/15/2013","352","0"
"292","1220","2166","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9781118653746","Teach Yourself VISUALLY Complete Excel","Paul McFedries","25.2","Wiley","07/22/2013","600","0"
"293","1220","2945","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/22/2013","384","0"
"294","1220","2984","9781118488768","The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, and Viral Marketing to Reach Buyers Directly","David Meerman Scott","13.2","Wiley","07/01/2013","464","9781118639566","Photoshop CC Digital Classroom","Jennifer Smith","34.54","Wiley","07/15/2013","448","0"
"295","1229","36","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9781118541906","Microsoft Exchange Server 2013: Design, Deploy and Deliver an Enterprise Messaging Solution","Nathan Winters","37.4","Wiley","07/29/2013","408","0"
"296","1229","155","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9781118575024","AutoCAD Civil 3D 2014 Essentials: Autodesk Official Press","Eric Chappell","36.47","Wiley","07/01/2013","416","0"
"297","1229","158","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9780470686133","Adaptive Processing of Brain Signals","Saeid Sanei","99.4","Wiley","07/15/2013","468","0"
"298","1229","166","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9781118575048","Mastering AutoCAD 2014 and AutoCAD LT 2014: Autodesk Official Press","George Omura","36.44","Wiley","07/01/2013","1248","0"
"299","1229","188","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9781118575109","AutoCAD 2014 and AutoCAD LT 2014: No Experience Required: Autodesk Official Press","Donnie Gladfelter","25.24","Wiley","07/29/2013","1104","0"
"300","1229","224","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9781118575208","Autodesk Inventor 2014 Essentials: Autodesk Official Press","Thom Tremblay","32.14","Wiley","07/29/2013","416","0"
"301","1229","671","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9781118568118","Advanced Aircraft Design: Conceptual Design, Technology and Optimization of Subsonic Civil Airplanes","Egbert Torenbeek","102.96","Wiley","07/15/2013","436","0"
"302","1229","993","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9781118607787","Starting an Online Business For Dummies","Greg Holden","20.09","Wiley","07/10/2013","456","0"
"303","1229","1909","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9781118554807","Blog Design For Dummies","Melissa Culbertson","19.57","Wiley","07/15/2013","352","0"
"304","1229","2166","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9781118653746","Teach Yourself VISUALLY Complete Excel","Paul McFedries","25.2","Wiley","07/22/2013","600","0"
"305","1229","2945","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/22/2013","384","1"
"306","1229","2984","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/12/2013","384","9781118639566","Photoshop CC Digital Classroom","Jennifer Smith","34.54","Wiley","07/15/2013","448","0"
"307","1232","691","9781430265290","Pro ASP.NET MVC 5 (Expert's Voice in ASP.Net)","Adam Freeman","37.31","Apress","12/20/2013","832","9781430257400","Rethinking the Internet of Things: A Scalable Approach to Connecting Everything","Francis daCosta","28.9","Apress","12/29/2013","192","0"
"308","1232","1791","9781430265290","Pro ASP.NET MVC 5 (Expert's Voice in ASP.Net)","Adam Freeman","37.31","Apress","12/20/2013","832","9781430260134","Sensor Technologies: Healthcare, Wellness and Environmental Applications","Michael J. McGrath","32.11","Apress","12/17/2013","336","0"
"309","1232","2487","9781430265290","Pro ASP.NET MVC 5 (Expert's Voice in ASP.Net)","Adam Freeman","37.31","Apress","12/20/2013","832","9781430261872","Oracle Database 12c Performance Tuning Recipes: A Problem-Solution Approach","Sam Alapati","41.24","Apress","12/31/2013","636","0"
"310","1249","36","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9781118541906","Microsoft Exchange Server 2013: Design, Deploy and Deliver an Enterprise Messaging Solution","Nathan Winters","37.4","Wiley","07/29/2013","408","0"
"311","1249","155","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9781118575024","AutoCAD Civil 3D 2014 Essentials: Autodesk Official Press","Eric Chappell","36.47","Wiley","07/01/2013","416","0"
"312","1249","158","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9780470686133","Adaptive Processing of Brain Signals","Saeid Sanei","99.4","Wiley","07/15/2013","468","0"
"313","1249","166","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9781118575048","Mastering AutoCAD 2014 and AutoCAD LT 2014: Autodesk Official Press","George Omura","36.44","Wiley","07/01/2013","1248","0"
"314","1249","188","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9781118575109","AutoCAD 2014 and AutoCAD LT 2014: No Experience Required: Autodesk Official Press","Donnie Gladfelter","25.24","Wiley","07/29/2013","1104","0"
"315","1249","224","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9781118575208","Autodesk Inventor 2014 Essentials: Autodesk Official Press","Thom Tremblay","32.14","Wiley","07/29/2013","416","0"
"316","1249","671","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9781118568118","Advanced Aircraft Design: Conceptual Design, Technology and Optimization of Subsonic Civil Airplanes","Egbert Torenbeek","102.96","Wiley","07/15/2013","436","0"
"317","1249","993","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9781118607787","Starting an Online Business For Dummies","Greg Holden","20.09","Wiley","07/10/2013","456","0"
"318","1249","1909","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9781118554807","Blog Design For Dummies","Melissa Culbertson","19.57","Wiley","07/15/2013","352","0"
"319","1249","2166","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9781118653746","Teach Yourself VISUALLY Complete Excel","Paul McFedries","25.2","Wiley","07/22/2013","600","0"
"320","1249","2945","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/22/2013","384","0"
"321","1249","2984","9781118530801","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling","Ralph Kimball","46.98","Wiley","07/01/2013","600","9781118639566","Photoshop CC Digital Classroom","Jennifer Smith","34.54","Wiley","07/15/2013","448","0"
"322","1250","2061","9780321811981","Presentation Zen: Simple Ideas on Presentation Design and Delivery (2nd Edition) (Voices That Matter)","Garr Reynolds","20.62","New Riders","12/18/2011","312","9780321811981","Presentation Zen: Simple Ideas on Presentation Design and Delivery","Garr Reynolds","0.0","New Riders","12/22/2011","296","1"
"323","1255","654","9781285169330","New Perspectives on Microsoft Excel 2013, Comprehensive","June Jamrich Parsons","151.4","Cengage Learning","10/21/2013","968","9781285062297","Management of Information Security","Michael E. Whitman","0.0","Cengage Learning","10/18/2013","592","0"
"324","1260","156","9780321929495","Adobe Illustrator CC Classroom in a Book","Adobe Creative Team","40.98","Adobe Press","07/05/2013","480","9780321919410","Adobe Dreamweaver CC Classroom in a Book","Adobe Creative Team","38.89","Adobe Press","07/29/2013","448","0"
"325","1260","943","9780321929495","Adobe Illustrator CC Classroom in a Book","Adobe Creative Team","40.98","Adobe Press","07/05/2013","480","9780321929600","Adobe After Effects CC Classroom in a Book","Adobe Creative Team","49.35","Adobe Press","07/22/2013","387","0"
"326","1285","1289","9781430242338","Pro C# 5.0 and the .NET 4.5 Framework (Expert's Voice in .NET)","Andrew Troelsen","38.72","Apress","08/21/2012","1560","9781430242512","Beginning ASP.NET 4.5 in C#","Matthew MacDonald","33.98","Apress","08/29/2012","922","0"
"327","1285","1867","9781430242338","Pro C# 5.0 and the .NET 4.5 Framework (Expert's Voice in .NET)","Andrew Troelsen","38.72","Apress","08/21/2012","1560","9781430243922","Practical 3D Printers: The Science and Art of 3D Printing","Brian Evans","23.89","Apress","08/29/2012","332","0"
"328","1288","568","9781118851012","Data Fluency: Empowering Your Organization with Effective Data Communication","Zach Gemignani","28.07","Wiley","10/20/2014","288","9781118920138","Quicken X For Dummies","Stephen L. Nelson","17.26","Wiley","10/06/2014","384","0"
"329","1288","2105","9781118851012","Data Fluency: Empowering Your Organization with Effective Data Communication","Zach Gemignani","28.07","Wiley","10/20/2014","288","9781118932162","iPhone For Dummies","Edward C. Baig","18.23","Wiley","10/13/2014","416","0"
"330","1290","216","9781118612040","Tableau Your Data!: Fast and Easy Visual Analysis with Tableau Software","Dan Murray","29.74","Wiley","11/11/2013","528","9781118511886","Electrical Overstress (EOS): Devices, Circuits and Systems","Steven H. Voldman","89.83","Wiley","11/11/2013","368","0"
"331","1290","981","9781118612040","Tableau Your Data!: Fast and Easy Visual Analysis with Tableau Software","Dan Murray","29.74","Wiley","11/11/2013","528","9781118691816","OS X Mavericks All-in-One For Dummies","Mark L. Chambers","25.42","Wiley","11/11/2013","792","0"
"332","1290","1413","9781118612040","Tableau Your Data!: Fast and Easy Visual Analysis with Tableau Software","Dan Murray","29.74","Wiley","11/11/2013","528","9781118643693","Photoshop CC Bible","Lisa DaNae Dayley","33.52","Wiley","11/04/2013","1152","0"
"333","1290","1844","9781118612040","Tableau Your Data!: Fast and Easy Visual Analysis with Tableau Software","Dan Murray","29.74","Wiley","11/11/2013","528","9781118751251","Adventures In Raspberry Pi","Carrie Anne Philbin","16.15","Wiley","11/25/2013","256","0"
"334","1290","1853","9781118612040","Tableau Your Data!: Fast and Easy Visual Analysis with Tableau Software","Dan Murray","29.74","Wiley","11/11/2013","528","9781118677766","MacBook Pro Portable Genius","Galen Gruman","20.56","Wiley","11/11/2013","416","0"
"335","1290","2680","9781118612040","Tableau Your Data!: Fast and Easy Visual Analysis with Tableau Software","Dan Murray","29.74","Wiley","11/11/2013","528","9781118556832","Mastering Microsoft Exchange Server 2013","David Elfassy","38.26","Wiley","11/18/2013","816","0"
"336","1290","2699","9781118612040","Tableau Your Data!: Fast and Easy Visual Analysis with Tableau Software","Dan Murray","29.74","Wiley","11/11/2013","528","9781118745311","Oracle 12c For Dummies","Chris Ruel","24.43","Wiley","11/18/2013","432","0"
"337","1295","824","9780470475355","Excel 2010 Power Programming with VBA","John Walkenbach","26.35","Wiley","05/10/2010","1080","9780470532188","Access 2010 All-in-One For Dummies","Alison Barrows","26.18","Wiley","05/03/2010","792","0"
"338","1295","832","9780470475355","Excel 2010 Power Programming with VBA","John Walkenbach","26.35","Wiley","05/10/2010","1080","9780470597750","Creative Black and White: Digital Photography Tips and Techniques","Harold Davis","17.8","Wiley","05/10/2010","240","0"
"339","1295","1593","9780470475355","Excel 2010 Power Programming with VBA","John Walkenbach","26.35","Wiley","05/10/2010","1080","9780470501320","Project 2010 For Dummies","Nancy C. Muir","15.1","Wiley","05/10/2010","432","0"
