"pairId:INTEGER","amzn.id:INTEGER","bnn.id:INTEGER","amzn.ISBN_13:TEXT","amzn.Title:TEXT","amzn.Author:TEXT","amzn.Price:FLOAT","amzn.Publisher:TEXT","amzn.Publication_date:TEXT","amzn.Pages:INTEGER","bnn.ISBN_13:TEXT","bnn.Title:TEXT","bnn.Author:TEXT","bnn.Price:FLOAT","bnn.Publisher:TEXT","bnn.Publication_date:TEXT","bnn.Pages:INTEGER","label:INTEGER"
"410","1560","517","9780789749055","CompTIA Network+ N10-005 Authorized Exam Cram (4th Edition)","Emmett Dulaney","27.33","Pearson IT Certification","01/08/2012","648","9780789749055","CompTIA Network+ N10-005 Authorized Exam Cram","Emmett Dulaney","27.33","Pearson IT Certification","01/12/2012","698","1"
"411","1565","156","9780321929600","Adobe After Effects CC Classroom in a Book","Adobe Creative Team","49.35","Adobe Press","07/20/2013","400","9780321919410","Adobe Dreamweaver CC Classroom in a Book","Adobe Creative Team","38.89","Adobe Press","07/29/2013","448","0"
"425","1607","756","9781285099149","Succeeding in Business with Microsoft Excel 2013: A Problem-Solving Approach (New Perspectives)","Debra Gross","124.04","Cengage Learning","08/27/2013","720","9781285169071","Microsoft Access 2013: Complete","Philip J. Pratt","0.0","Cengage Learning","08/06/2013","600","0"
"430","1640","758","9780470973929","The R Book","Michael J. Crawley","81.81","Wiley","12/26/2012","1076","9781118314418","Beginning Visual C# 2012 Programming","Karli Watson","30.05","Wiley","12/26/2012","912","0"
"433","1640","1537","9780470973929","The R Book","Michael J. Crawley","81.81","Wiley","12/26/2012","1076","9781118529331","Apple TV Portable Genius","Guy Hart-Davis","22.05","Wiley","12/26/2012","288","0"
"435","1645","3087","9781285169361","New Perspectives on Microsoft Excel 2013, Introductory","June Jamrich Parsons","103.87","Cengage Learning","07/29/2013","632","9781285093123","Microsoft Word 2013: Illustrated Introductory","Jennifer Duffy","0.0","Cengage Learning","07/23/2013","264","0"
"439","1681","1172","9780470463635","Categorical Data Analysis","Alan Agresti","90.95","Wiley","12/03/2012","744","9781118356395","QuickBooks 2013 All-in-One For Dummies","Stephen L. Nelson","21.97","Wiley","12/10/2012","624","0"
"442","1681","2851","9780470463635","Categorical Data Analysis","Alan Agresti","90.95","Wiley","12/03/2012","744","9781118123096","Architectural Design with SketchUp: Component-Based Modeling, Plugins, Rendering, and Scripting","Alexander Schreyer","34.05","Wiley","12/04/2012","320","0"
"445","1690","1328","9781118094839","Information Storage and Management: Storing, Managing, and Protecting Digital Information in Classic, Virtualized, and Cloud Environments","EMC Education Services","56.53","Wiley","05/22/2012","528","9781444332827","Fish Pathology","Ronald J. Roberts","238.03","Wiley","05/22/2012","590","0"
"452","1693","1299","9781118921661","Raspberry Pi User Guide","Gareth Halfacree","14.71","Wiley","09/02/2014","312","9781118749920","Applied Mathematics for Science and Engineering","Larry A. Glasgow","100.05","Wiley","09/15/2014","256","0"
"456","1695","1782","9781118787311","Practical Reverse Engineering: x86, x64, ARM, Windows Kernel, Reversing Tools, and Obfuscation","Bruce Dang","40.38","Wiley","02/17/2014","384","9781118833032","Professional C# 5.0 and .NET 4.5.1","Christian Nagel","39.94","Wiley","02/24/2014","1560","0"
"462","1711","1125","9781118232606","Content Rules: How to Create Killer Blogs, Podcasts, Videos, Ebooks, Webinars (and More) That Engage Customers and Ignite Your Business","Ann Handley","11.9","Wiley","05/22/2012","320","9781119953708","Lean Six Sigma For Dummies","John Morgan","16.64","Wiley","05/08/2012","320","0"
"467","1711","3126","9781118232606","Content Rules: How to Create Killer Blogs, Podcasts, Videos, Ebooks, Webinars (and More) That Engage Customers and Ignite Your Business","Ann Handley","11.9","Wiley","05/22/2012","320","9781118123881","Adobe Photoshop CS6 Bible","Brad Dayley","31.11","Wiley","05/08/2012","1104","0"
"471","1712","2963","9780470932131","Plate to Pixel: Digital Food Photography & Styling","Helene Dujardin","18.44","Wiley","05/03/2011","288","9780470939031","Professional Unified Communications Development with Microsoft Lync Server 2010","George Durzi","33.29","Wiley","05/31/2011","528","0"
"473","1726","1782","9781118809990","Threat Modeling: Designing for Security","Adam Shostack","49.56","Wiley","02/17/2014","624","9781118833032","Professional C# 5.0 and .NET 4.5.1","Christian Nagel","39.94","Wiley","02/24/2014","1560","0"
"476","1736","2068","9780735676343","Microsoft Excel 2013 Building Data Models with PowerPivot (Business Skills)","Alberto Ferrari","23.16","Microsoft Press","03/25/2013","500","9780735669352","Microsoft Outlook 2013 Plain & Simple","Jim Boyce","18.06","Microsoft Press","03/29/2013","288","0"
"479","1744","1383","9781591846284","Trust Me, I'm Lying: Confessions of a Media Manipulator","Ryan Holiday","10.12","Portfolio Trade","07/02/2013","320","9781591846284","Trust Me, I'm Lying: Confessions of a Media Manipulator","Ryan Holiday","10.22","Portfolio Trade","07/02/2013","320","1"
"481","1757","1449","9780321864437","Nikon D3200: From Snapshots to Great Shots","Rob Sylvan","16.08","Peachpit Press","08/15/2012","288","9780321840707","Adobe Flash Professional CS6: Learn by Video: Core Training in Rich Media Communication",". video2brain","44.55","Peachpit Press","08/02/2012","48","0"
"487","1807","462","9780471729983","Geo-Business: GIS in the Digital Organization","James B. Pick","92.22","Wiley","01/02/2008","416","9780470039731","IT Disaster Recovery Planning For Dummies","Peter H. Gregory CISA, CISSP","22.32","Wiley","01/03/2008","388","0"
"488","1816","171","9780321657299","Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems","Steve Krug","23.9","New Riders","12/18/2009","168","9780321657299","Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems","Steve Krug","23.9","New Riders","12/28/2009","161","1"
"491","1833","943","9780321926975","Adobe InDesign CC Classroom in a Book (Classroom in a Book (Adobe))","Adobe Creative Team","38.72","Adobe Press","07/13/2013","432","9780321929600","Adobe After Effects CC Classroom in a Book","Adobe Creative Team","49.35","Adobe Press","07/22/2013","387","0"
"494","1834","2115","9781455584291","In Real Life: Love, Lies & Identity in the Digital Age","Nev Schulman","14.4","Grand Central Publishing","09/02/2014","256","9781455520633","The Longest Ride","Nicholas Sparks","6.8","Grand Central Publishing","09/30/2014","496","0"
"496","1834","2948","9781455584291","In Real Life: Love, Lies & Identity in the Digital Age","Nev Schulman","14.4","Grand Central Publishing","09/02/2014","256","9781455551859","Ring in the Holidays","Katie Lane","5.1","Grand Central Publishing","09/30/2014","368","0"
"499","1842","645","9780321928832","HTML and CSS: Visual QuickStart Guide (8th Edition)","Elizabeth Castro","24.29","Peachpit Press","08/19/2013","576","9780321928832","HTML and CSS: Visual QuickStart Guide","Elizabeth Castro","24.29","Peachpit Press","08/23/2013","576","1"
"501","1842","1406","9780321928832","HTML and CSS: Visual QuickStart Guide (8th Edition)","Elizabeth Castro","24.29","Peachpit Press","08/19/2013","576","9780321930712","Real World Adobe InDesign CC","Olav Martin Kvern","59.99","Peachpit Press","08/01/2013","827","0"
"517","1858","2166","9781118645215","Lightroom 5: Streamlining Your Digital Photography Process","Nat Coalson","28.58","Wiley","07/29/2013","512","9781118653746","Teach Yourself VISUALLY Complete Excel","Paul McFedries","25.2","Wiley","07/22/2013","600","0"
"519","1858","2984","9781118645215","Lightroom 5: Streamlining Your Digital Photography Process","Nat Coalson","28.58","Wiley","07/29/2013","512","9781118639566","Photoshop CC Digital Classroom","Jennifer Smith","34.54","Wiley","07/15/2013","448","0"
"522","1901","1288","9780670025602","More Awesome Than Money: Four Boys and Their Heroic Quest to Save Your Privacy from Facebook","Jim Dwyer","20.93","Viking Adult","10/16/2014","384","9780525427919","Wait for Signs: Twelve Longmire Stories","Craig Johnson","17.19","Viking Adult","10/21/2014","192","0"
"524","1916","2145","9780735662681","CompTIA A+ Training Kit (Exam 220-801 and Exam 220-802) (Microsoft Press Training Kit)","Darril Gibson","43.4","Microsoft Press","01/01/2013","1024","9780735669123","Microsoft Word 2013 Step by Step","Joan Lambert","18.88","Microsoft Press","01/31/2013","576","0"
"527","1918","931","9781118357040","Information Technology for Management: Advancing Sustainable, Profitable Business Growth","Efraim Turban","170.56","Wiley","01/14/2013","480","9781118519653","Balanced Scorecards and Operational Dashboards with Microsoft Excel","Ron Person","33.57","Wiley","01/14/2013","480","0"
"528","1918","1678","9781118357040","Information Technology for Management: Advancing Sustainable, Profitable Business Growth","Efraim Turban","170.56","Wiley","01/14/2013","480","9783527411870","Renewable Energy - Sustainable Energy Concepts for the Energy Change","Roland Wengenmayr (Editor)","0.0","Wiley","01/14/2013","170","0"
"529","1918","2077","9781118357040","Information Technology for Management: Advancing Sustainable, Profitable Business Growth","Efraim Turban","170.56","Wiley","01/14/2013","480","9781118301302","You Should Test That: Conversion Optimization for More Leads, Sales and Profit or The Art and Science of Optimized Marketing","Chris Goward","21.31","Wiley","01/14/2013","360","0"
"532","1918","2224","9781118357040","Information Technology for Management: Advancing Sustainable, Profitable Business Growth","Efraim Turban","170.56","Wiley","01/14/2013","480","9781118375389","iPad in Education For Dummies","S. Gliksman","17.07","Wiley","01/22/2013","400","0"
"537","1922","846","9781118751251","Adventures In Raspberry Pi","Carrie Anne Philbin","16.32","Wiley","01/07/2014","256","9781118855324","Kindle Paperwhite For Dummies","Leslie H. Nicoll","10.64","Wiley","01/28/2014","208","0"
"541","1924","564","9780470531082","Digital Design with RTL Design, VHDL, and Verilog","Frank Vahid","191.88","Wiley","03/09/2010","592","9780470638019","Audel Millwright's and Mechanic's Guide (Audel Technical Trades Series)","Thomas B. Davis","0.0","Wiley","03/22/2010","1123","0"
"544","1926","645","9780321908452","The Digital Print: Preparing Images in Lightroom and Photoshop for Printing","Jeff Schewe","31.14","Peachpit Press","08/2013","336","9780321928832","HTML and CSS: Visual QuickStart Guide","Elizabeth Castro","24.29","Peachpit Press","08/23/2013","576","0"
"546","1926","1406","9780321908452","The Digital Print: Preparing Images in Lightroom and Photoshop for Printing","Jeff Schewe","31.14","Peachpit Press","08/2013","336","9780321930712","Real World Adobe InDesign CC","Olav Martin Kvern","59.99","Peachpit Press","08/01/2013","827","0"
"550","1948","2821","9781285168449","Microsoft Excel 2013: Complete (Shelly Cashman)","Joy L. Starks","103.48","Cengage Learning","08/19/2013","592","9781285075990","Practical Microsoft Office 2013 (with CD-ROM)","June Jamrich Parsons","0.0","Cengage Learning","08/23/2013","272","0"
"551","1953","399","9781118086834","Business Data Communications and Networking","Jerry FitzGerald","55.18","Wiley","08/23/2011","608","9780470927533","Mobile Device Security For Dummies","Rich Campagna","24.39","Wiley","08/09/2011","312","0"
"553","1953","541","9781118086834","Business Data Communications and Networking","Jerry FitzGerald","55.18","Wiley","08/23/2011","608","9780470891919","Nanotechnology For Dummies","Earl Boysen","15.55","Wiley","08/09/2011","360","0"
"561","1960","1303","9780470666852","Smashing UX Design: Foundations for Designing Online User Experiences","Jesmond Allen","29.24","Wiley","06/18/2012","446","9783527320806","Electrospinning: Materials, Processing, and Applications","Joachim H. Wendorff","0.0","Wiley","06/05/2012","254","0"
"562","1960","2419","9780470666852","Smashing UX Design: Foundations for Designing Online User Experiences","Jesmond Allen","29.24","Wiley","06/18/2012","446","9781118244807","AutoCAD Civil 3D 2013 Essentials","Eric Chappell","36.18","Wiley","06/05/2012","400","0"
"563","1960","2582","9780470666852","Smashing UX Design: Foundations for Designing Online User Experiences","Jesmond Allen","29.24","Wiley","06/18/2012","446","9781118130582","Mastering Autodesk Maya 2013","Todd Palamar","47.95","Wiley","06/19/2012","1008","0"
"579","2022","1131","9780735669413","Microsoft Office Professional 2013 Step by Step","Beth Melton","27.87","Microsoft Press","05/25/2013","1216","9780735667006","Microsoft SharePoint 2013 Plain & Simple","Johnathan Lightfoot","20.72","Microsoft Press","05/31/2013","464","0"
"580","2036","1133","9780321815385","A Project Guide to UX Design: For user experience designers in the field or in the making (2nd Edition) (Voices That Matter)","Russ Unger","25.07","New Riders","03/19/2012","360","9780321815361","Managing Enterprise Content: A Unified Content Strategy","Ann Rockley","32.46","New Riders","03/01/2012","384","0"
"587","2041","2728","9781422103326","Competing on Analytics: The New Science of Winning","Thomas H. Davenport","18.8","Harvard Business Review Press","03/06/2007","240","9781422103326","Competing on Analytics: The New Science of Winning","Thomas H. Davenport","0.0","Harvard Business Review Press","03/06/2007","240","1"
"589","2051","3152","9781285093284","Microsoft Access 2013: Illustrated Introductory","Lisa Friedrichsen","56.24","Cengage Learning","05/09/2013","280","9781285093284","Microsoft Access 2013: Illustrated Introductory","Lisa Friedrichsen","0.0","Cengage Learning","05/16/2013","280","1"
"590","2059","602","9781133526551","Teachers Discovering Computers: Integrating Technology in a Connected World (Shelly Cashman)","Gary B. Shelly","160.92","Cengage Learning","11/16/2011","512","9781133526551","Teachers Discovering Computers: Integrating Technology in a Connected World","Gary B. Shelly","0.0","Cengage Learning","11/16/2011","512","1"
"592","2079","644","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.13","Wiley","06/13/2012","448","9781118101117","Professional Microsoft SQL Server 2012 Reporting Services","Paul Turley","36.41","Wiley","06/05/2012","912","0"
"595","2079","2419","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.13","Wiley","06/13/2012","448","9781118244807","AutoCAD Civil 3D 2013 Essentials","Eric Chappell","36.18","Wiley","06/05/2012","400","0"
"596","2079","2582","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.13","Wiley","06/13/2012","448","9781118130582","Mastering Autodesk Maya 2013","Todd Palamar","47.95","Wiley","06/19/2012","1008","0"
"599","2079","3174","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.13","Wiley","06/13/2012","448","9781118336991","Word 2010 eLearning Kit For Dummies","Faithe Wempen","23.91","Wiley","06/13/2012","352","0"
"601","2090","654","9781285062297","Management of Information Security","Michael E. Whitman","117.73","Cengage Learning","10/07/2013","592","9781285062297","Management of Information Security","Michael E. Whitman","0.0","Cengage Learning","10/18/2013","592","1"
"605","2095","2704","9781118508404","Solidworks 2013 Bible","Matt Lombard","36.37","Wiley","03/11/2013","1296","9781118394151","Android Design Patterns: Interaction Design Solutions for Developers","Greg Nudelman","29.04","Wiley","03/11/2013","456","0"
"607","2098","216","9781118717370","Android Programming: Pushing the Limits","Erik Hellman","32.17","Wiley","11/04/2013","432","9781118511886","Electrical Overstress (EOS): Devices, Circuits and Systems","Steven H. Voldman","89.83","Wiley","11/11/2013","368","0"
"610","2098","1844","9781118717370","Android Programming: Pushing the Limits","Erik Hellman","32.17","Wiley","11/04/2013","432","9781118751251","Adventures In Raspberry Pi","Carrie Anne Philbin","16.15","Wiley","11/25/2013","256","0"
"626","2129","1125","9781118295274","Exam 98-349 MTA Windows Operating System Fundamentals","Microsoft Official Academic Course","72.43","Wiley","05/15/2012","328","9781119953708","Lean Six Sigma For Dummies","John Morgan","16.64","Wiley","05/08/2012","320","0"
"628","2129","1403","9781118295274","Exam 98-349 MTA Windows Operating System Fundamentals","Microsoft Official Academic Course","72.43","Wiley","05/15/2012","328","9781118176719","Virtualization Essentials","Matthew Portnoy","29.39","Wiley","05/01/2012","304","0"
"629","2129","2518","9781118295274","Exam 98-349 MTA Windows Operating System Fundamentals","Microsoft Official Academic Course","72.43","Wiley","05/15/2012","328","9781118204122","iOS Hacker's Handbook","Dion Blazakis","33.06","Wiley","05/08/2012","408","0"
"630","2129","2577","9781118295274","Exam 98-349 MTA Windows Operating System Fundamentals","Microsoft Official Academic Course","72.43","Wiley","05/15/2012","328","9781118130568","Introducing Autodesk Maya 2013","Dariush Derakhshani","36.99","Wiley","05/01/2012","648","0"
"631","2129","3126","9781118295274","Exam 98-349 MTA Windows Operating System Fundamentals","Microsoft Official Academic Course","72.43","Wiley","05/15/2012","328","9781118123881","Adobe Photoshop CS6 Bible","Brad Dayley","31.11","Wiley","05/08/2012","1104","0"
"635","2139","2908","9780470665763","Interaction Design: Beyond Human - Computer Interaction","Yvonne Rogers","53.33","Wiley","06/07/2011","602","9781118016787","AutoCAD Civil 3D 2012 Essentials","Eric Chappell","34.16","Wiley","06/07/2011","384","0"
"637","2148","1706","9781430210788","Founders at Work: Stories of Startups' Early Days","Jessica Livingston","10.69","Apress","09/18/2008","488","9781430210788","Founders at Work: Stories of Startups' Early Days","Jessica Livingston","0.0","Apress","09/19/2008","488","1"
"640","2151","2503","9781118662090","The Browser Hacker's Handbook","Wade Alcorn","44.73","Wiley","03/24/2014","648","9781118679210","Data Storage Networking: Real World Skills for the CompTIA Storage+ Certification and Beyond","Nigel Poulton","36.79","Wiley","03/24/2014","600","0"
"641","2151","3043","9781118662090","The Browser Hacker's Handbook","Wade Alcorn","44.73","Wiley","03/24/2014","648","9781118443125","Acoustics of Ducts and Mufflers","M. L. Munjal","127.99","Wiley","03/17/2014","416","0"
"642","2168","12","9781118391709","Photographing Families: Tips for Capturing Timeless Images","Michele Celentano","20.0","Wiley","02/04/2013","256","9781118537145","Minecraft For Dummies, Portable Edition","Cordeiro","9.99","Wiley","02/11/2013","160","0"
"646","2168","2164","9781118391709","Photographing Families: Tips for Capturing Timeless Images","Michele Celentano","20.0","Wiley","02/04/2013","256","9781118350638","Fabricated: The New World of 3D Printing","Hod Lipson","15.82","Wiley","02/11/2013","320","0"
"648","2168","3035","9781118391709","Photographing Families: Tips for Capturing Timeless Images","Michele Celentano","20.0","Wiley","02/04/2013","256","9781118197349","PCs For Dummies","Dan Gookin","15.17","Wiley","02/11/2013","360","0"
"650","2174","756","9781285169071","Microsoft Access 2013: Complete (Shelly Cashman Series)","Philip J. Pratt","104.51","Cengage Learning","08/05/2013","600","9781285169071","Microsoft Access 2013: Complete","Philip J. Pratt","0.0","Cengage Learning","08/06/2013","600","1"
"652","2178","1958","9781118891681","Business Data Communications and Networking","Alexandra Durcikova","183.12","Wiley","08/25/2014","416","9781118817094","Cloud Management and Security","Imad M. Abbadi","85.85","Wiley","08/11/2014","240","0"
"654","2180","391","9781118877166","Level Up! The Guide to Great Video Game Design","Scott Rogers","30.01","Wiley","04/28/2014","550","9781118772225","Marketing Automation For Dummies","Mathew Sweezey","17.83","Wiley","04/14/2014","312","0"
"659","2183","2","9781250046635","Virtually Human: The Promise---and the Peril---of Digital Immortality","Ray Kurzweil","20.33","St. Martin's Press","09/09/2014","368","9781250046635","Virtually Human: The Promise---and the Peril---of Digital Immortality","Martine Rothblatt","20.53","St. Martin's Press","09/09/2014","368","1"
"660","2183","1591","9781250046635","Virtually Human: The Promise---and the Peril---of Digital Immortality","Ray Kurzweil","20.33","St. Martin's Press","09/09/2014","368","9780312616267","The Blood of an Englishman (Agatha Raisin Series #25)","M. C. Beaton","18.8","St. Martin's Press","09/16/2014","304","0"
"661","2183","1918","9781250046635","Virtually Human: The Promise---and the Peril---of Digital Immortality","Ray Kurzweil","20.33","St. Martin's Press","09/09/2014","368","9781250020055","The Perfect Witness","Iris Johansen","20.51","St. Martin's Press","09/30/2014","352","0"
"663","2183","2711","9781250046635","Virtually Human: The Promise---and the Peril---of Digital Immortality","Ray Kurzweil","20.33","St. Martin's Press","09/09/2014","368","9781250046710","Duck the Halls (Meg Langslow Series #16)","Donna Andrews","7.99","St. Martin's Press","09/30/2014","336","0"
"670","2234","1131","9780735669468","Microsoft Visio 2013 Step By Step","Scott Helmers","18.95","Microsoft Press","05/25/2013","592","9780735667006","Microsoft SharePoint 2013 Plain & Simple","Johnathan Lightfoot","20.72","Microsoft Press","05/31/2013","464","0"
"671","2244","2145","9780735669123","Microsoft Word 2013 Step By Step","Joan Lambert","18.88","Microsoft Press","01/25/2013","576","9780735669123","Microsoft Word 2013 Step by Step","Joan Lambert","18.88","Microsoft Press","01/31/2013","576","1"
"677","2251","1057","9780470474242","Cryptography Engineering: Design Principles and Practical Applications","Niels Ferguson","32.37","Wiley","03/15/2010","384","9780470565520","Professional Android 2 Application Development","Reto Meier","32.7","Wiley","03/01/2010","576","0"
"680","2253","2685","9780321948533","Night Photography: From Snapshots to Great Shots","Gabriel Biderman","15.56","Peachpit Press","11/25/2013","240","9780321966759","Scott Kelby's Digital Photography Boxed Set, Parts 1, 2, 3, and 4, Updated Edition","Scott Kelby","54.67","Peachpit Press","11/15/2013","1032","0"
"682","2271","471","9781937538354","Capture the Magic: Train Your Eye, Improve Your Photographic Composition","Jack Dykinga","25.34","Rocky Nook","11/25/2013","188","9781937538248","Fine Art Printing for Photographers: Exhibition Quality Prints with Inkjet Printers","Uwe Steinmueller","27.76","Rocky Nook","11/28/2013","356","0"
"686","2305","2095","9781118799949","The Colder War: How the Global Energy Trade Slipped from America's Grasp","Marin Katusa","22.32","Wiley","11/10/2014","272","9781118940327","Coding For Kids For Dummies","Camille McCue","21.52","Wiley","11/10/2014","384","0"
"687","2305","3121","9781118799949","The Colder War: How the Global Energy Trade Slipped from America's Grasp","Marin Katusa","22.32","Wiley","11/10/2014","272","9781118951262","Chromebook For Dummies","Mark LaFay","18.23","Wiley","11/03/2014","360","0"
"691","2326","2073","9781118022276","Project Management: A Systems Approach to Planning, Scheduling, and Controlling","Harold R. Kerzner","70.26","Wiley","02/18/2013","1296","9781118301296","Red Hat Enterprise Linux 6 Administration: Real World Skills for Red Hat Administrators","Sander van Vugt","40.07","Wiley","02/04/2013","672","0"
"692","2326","2164","9781118022276","Project Management: A Systems Approach to Planning, Scheduling, and Controlling","Harold R. Kerzner","70.26","Wiley","02/18/2013","1296","9781118350638","Fabricated: The New World of 3D Printing","Hod Lipson","15.82","Wiley","02/11/2013","320","0"
"693","2326","2352","9781118022276","Project Management: A Systems Approach to Planning, Scheduling, and Controlling","Harold R. Kerzner","70.26","Wiley","02/18/2013","1296","9781118490372","Excel VBA Programming For Dummies","John Walkenbach","17.84","Wiley","02/26/2013","408","0"
"695","2331","1526","9780547943985","Peterson Field Guide to Medicinal Plants and Herbs of Eastern and Central North America, Third Edition (Peterson Field Guides)","Steven Foster","16.01","Houghton Mifflin Harcourt","04/08/2014","480","9780544196377","American Romantic","Ward Just","18.13","Houghton Mifflin Harcourt","04/01/2014","272","0"
"696","2333","1438","9781118138915","Fundamentals of Building Construction: Materials and Methods","Edward Allen","95.8","Wiley","10/14/2013","1024","9781118692905","iPhone For Seniors For Dummies","Nancy C. Muir","14.86","Wiley","10/28/2013","448","0"
"699","2333","2172","9781118138915","Fundamentals of Building Construction: Materials and Methods","Edward Allen","95.8","Wiley","10/14/2013","1024","9781118227787","Guide to US Food Laws and Regulations","Patricia A. Curtis","79.48","Wiley","10/07/2013","344","0"
"706","2348","1782","9781118458341","Building Construction Illustrated","Francis D. K. Ching","38.58","Wiley","02/17/2014","480","9781118833032","Professional C# 5.0 and .NET 4.5.1","Christian Nagel","39.94","Wiley","02/24/2014","1560","0"
"707","2348","1894","9781118458341","Building Construction Illustrated","Francis D. K. Ching","38.58","Wiley","02/17/2014","480","9781118833292","iPad for the Older and Wiser: Get Up and Running with Your Apple iPad, iPad Air and iPad Mini","Sean McManus","18.93","Wiley","02/17/2014","320","0"
"709","2374","1125","9781118116135","Fundamentals of Fluid Mechanics","Wade W. Huebsch","165.76","Wiley","05/15/2012","792","9781119953708","Lean Six Sigma For Dummies","John Morgan","16.64","Wiley","05/08/2012","320","0"
"711","2374","1403","9781118116135","Fundamentals of Fluid Mechanics","Wade W. Huebsch","165.76","Wiley","05/15/2012","792","9781118176719","Virtualization Essentials","Matthew Portnoy","29.39","Wiley","05/01/2012","304","0"
"720","2379","1358","9780470501979","Fundamentals of Heat and Mass Transfer","David P. DeWitt","172.05","Wiley","04/12/2011","1072","9780470746448","Noise and Vibration Analysis: Signal Analysis and Experimental Procedures","Anders Brandt","0.0","Wiley","04/05/2011","464","0"
"734","2433","816","9781118324578","Materials Science and Engineering: An Introduction","David G. Rethwisch","202.56","Wiley","12/04/2013","984","9781118789704","CCNA Routing and Switching Deluxe Study Guide: Exams 100-101, 200-101, and 200-120","Todd Lammle","61.83","Wiley","12/23/2013","1176","0"
"735","2433","1475","9781118324578","Materials Science and Engineering: An Introduction","David G. Rethwisch","202.56","Wiley","12/04/2013","984","9781118307984","Aerospace Propulsion","T. W. Lee","0.0","Wiley","12/16/2013","316","0"
"740","2476","675","9781119942535","Making the Modern World: Materials and Dematerialization","Vaclav Smil","36.89","Wiley","12/16/2013","242","9781118772942","Samsung Galaxy Tabs For Dummies","Dan Gookin","15.72","Wiley","12/31/2013","320","0"
"741","2476","816","9781119942535","Making the Modern World: Materials and Dematerialization","Vaclav Smil","36.89","Wiley","12/16/2013","242","9781118789704","CCNA Routing and Switching Deluxe Study Guide: Exams 100-101, 200-101, and 200-120","Todd Lammle","61.83","Wiley","12/23/2013","1176","0"
"744","2476","2793","9781119942535","Making the Modern World: Materials and Dematerialization","Vaclav Smil","36.89","Wiley","12/16/2013","242","9781118335963","Canon EOS 70D For Dummies","Julie Adair King","18.49","Wiley","12/23/2013","352","0"
"746","2511","196","9781494417277","The Art of War","Sun Tzu","6.09","CreateSpace Independent Publishing Platform","12/08/2013","34","9781494759957","Help Me! Guide to the iPad Air: Step-by-Step User Guide for the Fifth Generation iPad and iOS 7","Charles Hughes","8.34","CreateSpace Independent Publishing Platform","12/21/2013","262","0"
"751","2581","1060","9781592538485","The Architecture Reference & Specification Book: Everything Architects Need to Know Every Day","Julia McMorrough","18.5","Rockport Publishers","08/01/2013","272","9781592538485","The Architecture Reference & Specification Book: Everything Architects Need to Know Every Day","Dan Wheeler","18.5","Rockport Publishers","08/01/2013","272","1"
"754","2611","2955","9780486217093","Basic Machines and How They Work","Naval Education And Training Program","9.45","Dover Publications","06/01/1971","128","9780486217093","Basic Machines and How They Work","United States Bureau of Naval Personnel","9.95","Dover Publications","06/01/1971","128","1"
"757","2612","1303","9781118146811","Statistical Quality Control","Douglas C. Montgomery","149.18","Wiley","06/19/2012","768","9783527320806","Electrospinning: Materials, Processing, and Applications","Joachim H. Wendorff","0.0","Wiley","06/05/2012","254","0"
"759","2612","2582","9781118146811","Statistical Quality Control","Douglas C. Montgomery","149.18","Wiley","06/19/2012","768","9781118130582","Mastering Autodesk Maya 2013","Todd Palamar","47.95","Wiley","06/19/2012","1008","0"
"764","2621","564","9780470531082","Digital Design with RTL Design, VHDL, and Verilog","Frank Vahid","191.88","Wiley","03/09/2010","592","9780470638019","Audel Millwright's and Mechanic's Guide (Audel Technical Trades Series)","Thomas B. Davis","0.0","Wiley","03/22/2010","1123","0"
"765","2621","1057","9780470531082","Digital Design with RTL Design, VHDL, and Verilog","Frank Vahid","191.88","Wiley","03/09/2010","592","9780470565520","Professional Android 2 Application Development","Reto Meier","32.7","Wiley","03/01/2010","576","0"
"767","2623","186","9780470631553","Microwave Engineering","David M. Pozar","77.95","Wiley","11/22/2011","720","9781119976875","Typographic Web Design: How to Think Like a Typographer in HTML and CSS","Laura Franz","28.74","Wiley","11/01/2011","336","0"
"768","2623","813","9780470631553","Microwave Engineering","David M. Pozar","77.95","Wiley","11/22/2011","720","9783527409723","Laser Welding of Plastics: Materials, Processes and Industrial Applications","Rolf Klein","123.7","Wiley","11/22/2011","260","0"
"770","2623","1001","9780470631553","Microwave Engineering","David M. Pozar","77.95","Wiley","11/22/2011","720","9781118093849","iPhone 4S Portable Genius","Paul McFedries","17.35","Wiley","11/29/2011","352","0"
"774","2643","399","9781118086834","Business Data Communications and Networking","Jerry FitzGerald","55.18","Wiley","08/23/2011","608","9780470927533","Mobile Device Security For Dummies","Rich Campagna","24.39","Wiley","08/09/2011","312","0"
"778","2643","1869","9781118086834","Business Data Communications and Networking","Jerry FitzGerald","55.18","Wiley","08/23/2011","608","9780470747735","Hybrid Electric Vehicles: Principles and Applications with Practical Perspectives","Chris Mi","0.0","Wiley","08/23/2011","468","0"
