"pairId:INTEGER","amzn.id:INTEGER","bnn.id:INTEGER","amzn.ISBN_13:TEXT","amzn.Title:TEXT","amzn.Author:TEXT","amzn.Price:FLOAT","amzn.Publisher:TEXT","amzn.Publication_date:TEXT","amzn.Pages:INTEGER","bnn.ISBN_13:TEXT","bnn.Title:TEXT","bnn.Author:TEXT","bnn.Price:FLOAT","bnn.Publisher:TEXT","bnn.Publication_date:TEXT","bnn.Pages:INTEGER","label:INTEGER"
"392","1471","857","9781118617618","Architecting the Cloud: Design Decisions for Cloud Computing Service Models (SaaS, PaaS, and IaaS)","Michael J. Kavis","35.79","Wiley","01/28/2014","224","9781118789810","CCNA Routing and Switching Review Guide: Exams 100-101, 200-101, and 200-120","Todd Lammle","19.94","Wiley","1/13/2014","528","0"
"396","1501","1195","9781118218549","Linux Bible","Christopher Negus","32.0","Wiley","09/11/2012","864","9781118135273","Windows 8 Simplified","Paul McFedries","15.45","Wiley","9/25/2012","272","0"
"397","1501","1373","9781118218549","Linux Bible","Christopher Negus","32.0","Wiley","09/11/2012","864","9781118324080","CompTIA A+ Complete Review Guide: Exams 220-801 and 220-802","Emmett Dulaney","20.49","Wiley","9/25/2012","552","0"
"400","1501","2410","9781118218549","Linux Bible","Christopher Negus","32.0","Wiley","09/11/2012","864","9780813808949","Handbook of Fruits and Fruit Processing","Nirmal Sinha (Editor)","196.55","Wiley","9/25/2012","712","0"
"402","1501","3005","9781118218549","Linux Bible","Christopher Negus","32.0","Wiley","09/11/2012","864","9781118328323","Autodesk 3ds Max 2013 Bible","Kelly L. Murdock","36.99","Wiley","9/11/2012","840","0"
"405","1513","3087","9781285169538","Discovering Computers & Microsoft Office 2013: A Fundamental Combined Approach (Shelly Cashman)","Misty E. Vermaat","167.89","Cengage Learning","07/18/2013","1200","9781285093123","Microsoft Word 2013: Illustrated Introductory","Jennifer Duffy","0.0","Cengage Learning","7/23/2013","264","0"
"407","1537","2715","9781118456149","Internet, Phone, Mail, and Mixed-Mode Surveys: The Tailored Design Method","Jolene D. Smyth","59.83","Wiley","08/18/2014","509","9781118921173","Facebook & Twitter For Seniors For Dummies","Marsha Collier","17.27","Wiley","8/18/2014","360","0"
"415","1573","1416","9780470639535","Social Engineering: The Art of Human Hacking","Christopher Hadnagy","21.1","Wiley","12/03/2010","416","9781118004722","Nikon D3100 For Dummies","Julie Adair King","18.3","Wiley","12/21/2010","384","0"
"416","1586","744","9780316219266","The Everything Store: Jeff Bezos and the Age of Amazon","Brad Stone","15.05","Little, Brown and Company","10/15/2013","384","9780316055437","The Goldfinch","Donna Tartt","17.95","Little, Brown and Company","10/22/2013","784","0"
"420","1590","2143","9781118582695","Management Science: The Art of Modeling with Spreadsheets","Stephen G. Powell","166.97","Wiley","10/07/2013","544","9781118711057","Laptops For Seniors For Dummies","Nancy C. Muir","15.29","Wiley","10/14/2013","480","0"
"425","1607","756","9781285099149","Succeeding in Business with Microsoft Excel 2013: A Problem-Solving Approach (New Perspectives)","Debra Gross","124.04","Cengage Learning","08/27/2013","720","9781285169071","Microsoft Access 2013: Complete","Philip J. Pratt","0.0","Cengage Learning","8/6/2013","600","0"
"426","1607","2821","9781285099149","Succeeding in Business with Microsoft Excel 2013: A Problem-Solving Approach (New Perspectives)","Debra Gross","124.04","Cengage Learning","08/27/2013","720","9781285075990","Practical Microsoft Office 2013 (with CD-ROM)","June Jamrich Parsons","0.0","Cengage Learning","8/23/2013","272","0"
"427","1624","875","9780321683687","The Elements of User Experience: User-Centered Design for the Web and Beyond (2nd Edition) (Voices That Matter)","Jesse James Garrett","28.48","New Riders","12/26/2010","192","9780321683687","The Elements of User Experience: User-Centered Design for the Web and Beyond","Jesse James Garrett","28.48","New Riders","12/30/2010","172","1"
"434","1640","2851","9780470973929","The R Book","Michael J. Crawley","81.81","Wiley","12/26/2012","1076","9781118123096","Architectural Design with SketchUp: Component-Based Modeling, Plugins, Rendering, and Scripting","Alexander Schreyer","34.05","Wiley","12/4/2012","320","0"
"436","1653","196","9781494734503","Password Keeper: A Password Journal Organizer (blue & brown floral)","Cool Journals","6.81","CreateSpace Independent Publishing Platform","12/18/2013","110","9781494759957","Help Me! Guide to the iPad Air: Step-by-Step User Guide for the Fifth Generation iPad and iOS 7","Charles Hughes","8.34","CreateSpace Independent Publishing Platform","12/21/2013","262","0"
"437","1681","283","9780470463635","Categorical Data Analysis","Alan Agresti","90.95","Wiley","12/03/2012","744","9781119943402","Global Networks: Engineering, Operations and Design","G. Keith Cambron","100.65","Wiley","12/17/2012","414","0"
"438","1681","758","9780470463635","Categorical Data Analysis","Alan Agresti","90.95","Wiley","12/03/2012","744","9781118314418","Beginning Visual C# 2012 Programming","Karli Watson","30.05","Wiley","12/26/2012","912","0"
"439","1681","1172","9780470463635","Categorical Data Analysis","Alan Agresti","90.95","Wiley","12/03/2012","744","9781118356395","QuickBooks 2013 All-in-One For Dummies","Stephen L. Nelson","21.97","Wiley","12/10/2012","624","0"
"441","1681","1537","9780470463635","Categorical Data Analysis","Alan Agresti","90.95","Wiley","12/03/2012","744","9781118529331","Apple TV Portable Genius","Guy Hart-Davis","22.05","Wiley","12/26/2012","288","0"
"444","1690","1125","9781118094839","Information Storage and Management: Storing, Managing, and Protecting Digital Information in Classic, Virtualized, and Cloud Environments","EMC Education Services","56.53","Wiley","05/22/2012","528","9781119953708","Lean Six Sigma For Dummies","John Morgan","16.64","Wiley","5/8/2012","320","0"
"445","1690","1328","9781118094839","Information Storage and Management: Storing, Managing, and Protecting Digital Information in Classic, Virtualized, and Cloud Environments","EMC Education Services","56.53","Wiley","05/22/2012","528","9781444332827","Fish Pathology","Ronald J. Roberts","238.03","Wiley","5/22/2012","590","0"
"446","1690","1403","9781118094839","Information Storage and Management: Storing, Managing, and Protecting Digital Information in Classic, Virtualized, and Cloud Environments","EMC Education Services","56.53","Wiley","05/22/2012","528","9781118176719","Virtualization Essentials","Matthew Portnoy","29.39","Wiley","5/1/2012","304","0"
"449","1690","3126","9781118094839","Information Storage and Management: Storing, Managing, and Protecting Digital Information in Classic, Virtualized, and Cloud Environments","EMC Education Services","56.53","Wiley","05/22/2012","528","9781118123881","Adobe Photoshop CS6 Bible","Brad Dayley","31.11","Wiley","5/8/2012","1104","0"
"456","1695","1782","9781118787311","Practical Reverse Engineering: x86, x64, ARM, Windows Kernel, Reversing Tools, and Obfuscation","Bruce Dang","40.38","Wiley","02/17/2014","384","9781118833032","Professional C# 5.0 and .NET 4.5.1","Christian Nagel","39.94","Wiley","2/24/2014","1560","0"
"462","1711","1125","9781118232606","Content Rules: How to Create Killer Blogs, Podcasts, Videos, Ebooks, Webinars (and More) That Engage Customers and Ignite Your Business","Ann Handley","11.9","Wiley","05/22/2012","320","9781119953708","Lean Six Sigma For Dummies","John Morgan","16.64","Wiley","5/8/2012","320","0"
"467","1711","3126","9781118232606","Content Rules: How to Create Killer Blogs, Podcasts, Videos, Ebooks, Webinars (and More) That Engage Customers and Ignite Your Business","Ann Handley","11.9","Wiley","05/22/2012","320","9781118123881","Adobe Photoshop CS6 Bible","Brad Dayley","31.11","Wiley","5/8/2012","1104","0"
"483","1785","1968","9780735674387","Training Guide Programming in HTML5 with JavaScript and CSS3 (MCSD) (Microsoft Press Training Guide)","Glenn Johnson","38.09","Microsoft Press","03/25/2013","688","9780735669093","Microsoft Outlook 2013 Step By Step","Joan Lambert","19.94","Microsoft Press","3/27/2013","578","0"
"484","1785","2068","9780735674387","Training Guide Programming in HTML5 with JavaScript and CSS3 (MCSD) (Microsoft Press Training Guide)","Glenn Johnson","38.09","Microsoft Press","03/25/2013","688","9780735669352","Microsoft Outlook 2013 Plain & Simple","Jim Boyce","18.06","Microsoft Press","3/29/2013","288","0"
"489","1816","967","9780321657299","Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems","Steve Krug","23.9","New Riders","12/18/2009","168","9780321670205","VisionMongers: Making a Life and a Living in Photography (Voices That Matter Series)","David duChemin","33.19","New Riders","12/1/2009","255","0"
"493","1834","1636","9781455584291","In Real Life: Love, Lies & Identity in the Digital Age","Nev Schulman","14.4","Grand Central Publishing","09/02/2014","256","9781455556656","Moonlight Raider","Amanda Scott","6.8","Grand Central Publishing","9/30/2014","400","0"
"498","1835","825","9781484201107","ASP.NET Web API 2: Building a REST Service from Start to Finish","Jamie Kurtz","23.96","Apress","07/27/2014","280","9781430265955","Practical Node.js: Building Real-World Scalable Web Apps","Azat Mardan","30.37","Apress","7/31/2014","300","0"
"502","1847","581","9781118729168","Effective Project Management: Traditional, Agile, Extreme","Robert K. Wysocki","53.92","Wiley","12/16/2013","768","9781118289389","HTML5 and CSS3 All-in-One For Dummies","Andy Harris","24.98","Wiley","12/16/2013","1104","0"
"504","1847","816","9781118729168","Effective Project Management: Traditional, Agile, Extreme","Robert K. Wysocki","53.92","Wiley","12/16/2013","768","9781118789704","CCNA Routing and Switching Deluxe Study Guide: Exams 100-101, 200-101, and 200-120","Todd Lammle","61.83","Wiley","12/23/2013","1176","0"
"506","1847","2165","9781118729168","Effective Project Management: Traditional, Agile, Extreme","Robert K. Wysocki","53.92","Wiley","12/16/2013","768","9781118555439","Raspberry Pi Projects","Andrew Robinson","17.38","Wiley","12/31/2013","478","0"
"507","1847","2793","9781118729168","Effective Project Management: Traditional, Agile, Extreme","Robert K. Wysocki","53.92","Wiley","12/16/2013","768","9781118335963","Canon EOS 70D For Dummies","Julie Adair King","18.49","Wiley","12/23/2013","352","0"
"519","1858","2984","9781118645215","Lightroom 5: Streamlining Your Digital Photography Process","Nat Coalson","28.58","Wiley","07/29/2013","512","9781118639566","Photoshop CC Digital Classroom","Jennifer Smith","34.54","Wiley","7/15/2013","448","0"
"522","1901","1288","9780670025602","More Awesome Than Money: Four Boys and Their Heroic Quest to Save Your Privacy from Facebook","Jim Dwyer","20.93","Viking Adult","10/16/2014","384","9780525427919","Wait for Signs: Twelve Longmire Stories","Craig Johnson","17.19","Viking Adult","10/21/2014","192","0"
"531","1918","2139","9781118357040","Information Technology for Management: Advancing Sustainable, Profitable Business Growth","Efraim Turban","170.56","Wiley","01/14/2013","480","9781118407943","iPhone 5 All-in-One For Dummies","Joe Hutsko","23.88","Wiley","1/29/2013","544","0"
"533","1918","2381","9781118357040","Information Technology for Management: Advancing Sustainable, Profitable Business Growth","Efraim Turban","170.56","Wiley","01/14/2013","480","9780470667095","Control of Power Inverters in Renewable Energy and Smart Grid Integration","Qing-Chang Zhong","99.4","Wiley","1/22/2013","438","0"
"537","1922","846","9781118751251","Adventures In Raspberry Pi","Carrie Anne Philbin","16.32","Wiley","01/07/2014","256","9781118855324","Kindle Paperwhite For Dummies","Leslie H. Nicoll","10.64","Wiley","1/28/2014","208","0"
"539","1922","1955","9781118751251","Adventures In Raspberry Pi","Carrie Anne Philbin","16.32","Wiley","01/07/2014","256","9781118423868","Advanced Composite Materials for Automotive Applications: Structural Integrity and Crashworthiness","Ahmed Elmarakbi","117.89","Wiley","1/7/2014","470","0"
"541","1924","564","9780470531082","Digital Design with RTL Design, VHDL, and Verilog","Frank Vahid","191.88","Wiley","03/09/2010","592","9780470638019","Audel Millwright's and Mechanic's Guide (Audel Technical Trades Series)","Thomas B. Davis","0.0","Wiley","3/22/2010","1123","0"
"544","1926","645","9780321908452","The Digital Print: Preparing Images in Lightroom and Photoshop for Printing","Jeff Schewe","31.14","Peachpit Press","August 2013","336","9780321928832","HTML and CSS: Visual QuickStart Guide","Elizabeth Castro","24.29","Peachpit Press","8/23/2013","576","0"
"547","1933","275","9780133953558","Pet Photography: From Snapshots to Great Shots","Alan Hess","17.75","Peachpit Press","10/03/2014","240","9780133987034","Illustrator CC: Visual QuickStart Guide (2014 release)","Elaine Weinmann","28.65","Peachpit Press","10/3/2014","480","0"
"551","1953","399","9781118086834","Business Data Communications and Networking","Jerry FitzGerald","55.18","Wiley","08/23/2011","608","9780470927533","Mobile Device Security For Dummies","Rich Campagna","24.39","Wiley","8/9/2011","312","0"
"556","1953","2904","9781118086834","Business Data Communications and Networking","Jerry FitzGerald","55.18","Wiley","08/23/2011","608","9781118016770","AutoCAD 2012 and AutoCAD LT 2012: No Experience Required","Donnie Gladfelter","27.8","Wiley","8/2/2011","1080","0"
"559","1960","644","9780470666852","Smashing UX Design: Foundations for Designing Online User Experiences","Jesmond Allen","29.24","Wiley","06/18/2012","446","9781118101117","Professional Microsoft SQL Server 2012 Reporting Services","Paul Turley","36.41","Wiley","6/5/2012","912","0"
"563","1960","2582","9780470666852","Smashing UX Design: Foundations for Designing Online User Experiences","Jesmond Allen","29.24","Wiley","06/18/2012","446","9781118130582","Mastering Autodesk Maya 2013","Todd Palamar","47.95","Wiley","6/19/2012","1008","0"
"564","1960","2933","9780470666852","Smashing UX Design: Foundations for Designing Online User Experiences","Jesmond Allen","29.24","Wiley","06/18/2012","446","9781118164303","Beginning R: The Statistical Programming Language","Mark Gardener","21.96","Wiley","6/13/2012","504","0"
"569","1967","1468","9781118290149","The SketchUp Workflow for Architecture: Modeling Buildings, Visualizing Design, and Creating Construction Documents with SketchUp Pro and LayOut","Michael Brightman","37.21","Wiley","04/22/2013","400","9780470751848","Radio Propagation Measurement and Channel Modelling","Sana Salous","102.72","Wiley","4/22/2013","422","0"
"575","1978","2053","9780470944882","Visualize This: The FlowingData Guide to Design, Visualization, and Statistics","Nathan Yau","25.97","Wiley","07/20/2011","384","9780470633526","Nikon D5100 Digital Field Guide","J. Dennis Thomas","13.79","Wiley","7/19/2011","272","0"
"576","1978","2094","9780470944882","Visualize This: The FlowingData Guide to Design, Visualization, and Statistics","Nathan Yau","25.97","Wiley","07/20/2011","384","9781118088357","Motorola XOOM For Dummies","Andy Rathbone","18.49","Wiley","7/5/2011","336","0"
"578","2011","2700","9780321968708","Photoshop for Lightroom Users (Digital Photography Courses)","Scott Kelby","25.28","New Riders","12/29/2013","192","9780321934048","Adventures in Experience Design","Carolyn Chandler","22.19","New Riders","12/25/2013","168","0"
"579","2022","1131","9780735669413","Microsoft Office Professional 2013 Step by Step","Beth Melton","27.87","Microsoft Press","05/25/2013","1216","9780735667006","Microsoft SharePoint 2013 Plain & Simple","Johnathan Lightfoot","20.72","Microsoft Press","5/31/2013","464","0"
"582","2038","1947","9780470133125","Microsoft Project 13","Microsoft Official Academic Course","99.75","Wiley","10/28/2013","353","9781118677797","iPhone 5S and iPhone 5C Portable Genius","Paul McFedries","16.31","Wiley","10/21/2013","352","0"
"583","2038","2143","9780470133125","Microsoft Project 13","Microsoft Official Academic Course","99.75","Wiley","10/28/2013","353","9781118711057","Laptops For Seniors For Dummies","Nancy C. Muir","15.29","Wiley","10/14/2013","480","0"
"584","2038","2172","9780470133125","Microsoft Project 13","Microsoft Official Academic Course","99.75","Wiley","10/28/2013","353","9781118227787","Guide to US Food Laws and Regulations","Patricia A. Curtis","79.48","Wiley","10/7/2013","344","0"
"585","2038","2253","9780470133125","Microsoft Project 13","Microsoft Official Academic Course","99.75","Wiley","10/28/2013","353","9781118678565","Job Searching with Social Media For Dummies","Joshua Waldman","13.32","Wiley","10/7/2013","384","0"
"586","2038","2895","9780470133125","Microsoft Project 13","Microsoft Official Academic Course","99.75","Wiley","10/28/2013","353","9781118737637","Beginning Programming with C For Dummies","Dan Gookin","21.19","Wiley","10/28/2013","456","0"
"589","2051","3152","9781285093284","Microsoft Access 2013: Illustrated Introductory","Lisa Friedrichsen","56.24","Cengage Learning","05/09/2013","280","9781285093284","Microsoft Access 2013: Illustrated Introductory","Lisa Friedrichsen","0.0","Cengage Learning","5/16/2013","280","1"
"597","2079","2933","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.13","Wiley","06/13/2012","448","9781118164303","Beginning R: The Statistical Programming Language","Mark Gardener","21.96","Wiley","6/13/2012","504","0"
"598","2079","3131","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.13","Wiley","06/13/2012","448","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.12","Wiley","6/13/2012","448","1"
"601","2090","654","9781285062297","Management of Information Security","Michael E. Whitman","117.73","Cengage Learning","10/07/2013","592","9781285062297","Management of Information Security","Michael E. Whitman","0.0","Cengage Learning","10/18/2013","592","1"
"603","2095","778","9781118508404","Solidworks 2013 Bible","Matt Lombard","36.37","Wiley","03/11/2013","1296","9781118486498","Windows Server 2012 Hyper-V Installation and Configuration Guide","Aidan Finn","37.58","Wiley","3/25/2013","600","0"
"608","2098","981","9781118717370","Android Programming: Pushing the Limits","Erik Hellman","32.17","Wiley","11/04/2013","432","9781118691816","OS X Mavericks All-in-One For Dummies","Mark L. Chambers","25.42","Wiley","11/11/2013","792","0"
"611","2098","1853","9781118717370","Android Programming: Pushing the Limits","Erik Hellman","32.17","Wiley","11/04/2013","432","9781118677766","MacBook Pro Portable Genius","Galen Gruman","20.56","Wiley","11/11/2013","416","0"
"612","2098","2680","9781118717370","Android Programming: Pushing the Limits","Erik Hellman","32.17","Wiley","11/04/2013","432","9781118556832","Mastering Microsoft Exchange Server 2013","David Elfassy","38.26","Wiley","11/18/2013","816","0"
"613","2098","2699","9781118717370","Android Programming: Pushing the Limits","Erik Hellman","32.17","Wiley","11/04/2013","432","9781118745311","Oracle 12c For Dummies","Chris Ruel","24.43","Wiley","11/18/2013","432","0"
"616","2122","1578","9780321701763","Adobe Photoshop CS5 Classroom in a Book","Adobe Creative Team","34.35","Adobe Press","06/06/2010","464","9780321701800","Adobe Flash Professional CS5 Classroom in a Book","Adobe Creative Team","0.0","Adobe Press","6/2/2010","375","0"
"627","2129","1328","9781118295274","Exam 98-349 MTA Windows Operating System Fundamentals","Microsoft Official Academic Course","72.43","Wiley","05/15/2012","328","9781444332827","Fish Pathology","Ronald J. Roberts","238.03","Wiley","5/22/2012","590","0"
"629","2129","2518","9781118295274","Exam 98-349 MTA Windows Operating System Fundamentals","Microsoft Official Academic Course","72.43","Wiley","05/15/2012","328","9781118204122","iOS Hacker's Handbook","Dion Blazakis","33.06","Wiley","5/8/2012","408","0"
"641","2151","3043","9781118662090","The Browser Hacker's Handbook","Wade Alcorn","44.73","Wiley","03/24/2014","648","9781118443125","Acoustics of Ducts and Mufflers","M. L. Munjal","127.99","Wiley","3/17/2014","416","0"
"645","2168","2073","9781118391709","Photographing Families: Tips for Capturing Timeless Images","Michele Celentano","20.0","Wiley","02/04/2013","256","9781118301296","Red Hat Enterprise Linux 6 Administration: Real World Skills for Red Hat Administrators","Sander van Vugt","40.07","Wiley","2/4/2013","672","0"
"650","2174","756","9781285169071","Microsoft Access 2013: Complete (Shelly Cashman Series)","Philip J. Pratt","104.51","Cengage Learning","08/05/2013","600","9781285169071","Microsoft Access 2013: Complete","Philip J. Pratt","0.0","Cengage Learning","8/6/2013","600","1"
"653","2178","2715","9781118891681","Business Data Communications and Networking","Alexandra Durcikova","183.12","Wiley","08/25/2014","416","9781118921173","Facebook & Twitter For Seniors For Dummies","Marsha Collier","17.27","Wiley","8/18/2014","360","0"
"654","2180","391","9781118877166","Level Up! The Guide to Great Video Game Design","Scott Rogers","30.01","Wiley","04/28/2014","550","9781118772225","Marketing Automation For Dummies","Mathew Sweezey","17.83","Wiley","4/14/2014","312","0"
"659","2183","2","9781250046635","Virtually Human: The Promise---and the Peril---of Digital Immortality","Ray Kurzweil","20.33","St. Martin's Press","09/09/2014","368","9781250046635","Virtually Human: The Promise---and the Peril---of Digital Immortality","Martine Rothblatt","20.53","St. Martin's Press","9/9/2014","368","1"
"662","2183","2575","9781250046635","Virtually Human: The Promise---and the Peril---of Digital Immortality","Ray Kurzweil","20.33","St. Martin's Press","09/09/2014","368","9781250054531","Accused (Rosato & Associates Series #12)","Lisa Scottoline","12.28","St. Martin's Press","9/9/2014","384","0"
"670","2234","1131","9780735669468","Microsoft Visio 2013 Step By Step","Scott Helmers","18.95","Microsoft Press","05/25/2013","592","9780735667006","Microsoft SharePoint 2013 Plain & Simple","Johnathan Lightfoot","20.72","Microsoft Press","5/31/2013","464","0"
"671","2244","2145","9780735669123","Microsoft Word 2013 Step By Step","Joan Lambert","18.88","Microsoft Press","01/25/2013","576","9780735669123","Microsoft Word 2013 Step by Step","Joan Lambert","18.88","Microsoft Press","1/31/2013","576","1"
"677","2251","1057","9780470474242","Cryptography Engineering: Design Principles and Practical Applications","Niels Ferguson","32.37","Wiley","03/15/2010","384","9780470565520","Professional Android 2 Application Development","Reto Meier","32.7","Wiley","3/1/2010","576","0"
"678","2251","1969","9780470474242","Cryptography Engineering: Design Principles and Practical Applications","Niels Ferguson","32.37","Wiley","03/15/2010","384","9780470502204","Professional ASP.NET 4 in C# and VB","Bill Evjen","43.34","Wiley","3/8/2010","1536","0"
"679","2253","941","9780321948533","Night Photography: From Snapshots to Great Shots","Gabriel Biderman","15.56","Peachpit Press","11/25/2013","240","9780321957610","WordPress: Visual QuickStart Guide","Matt Beck","24.61","Peachpit Press","11/13/2013","288","0"
"681","2268","196","9781494832636","Samsung Galaxy Note 3: The 100% Unofficial User Guide","Aaron Halbert","10.98","CreateSpace Independent Publishing Platform","12/01/2013","326","9781494759957","Help Me! Guide to the iPad Air: Step-by-Step User Guide for the Fifth Generation iPad and iOS 7","Charles Hughes","8.34","CreateSpace Independent Publishing Platform","12/21/2013","262","0"
"690","2326","1737","9781118022276","Project Management: A Systems Approach to Planning, Scheduling, and Controlling","Harold R. Kerzner","70.26","Wiley","02/18/2013","1296","9781118365984","Digital SLR Video and Filmmaking For Dummies","John Carucci","18.45","Wiley","2/18/2013","416","0"
"693","2326","2352","9781118022276","Project Management: A Systems Approach to Planning, Scheduling, and Controlling","Harold R. Kerzner","70.26","Wiley","02/18/2013","1296","9781118490372","Excel VBA Programming For Dummies","John Walkenbach","17.84","Wiley","2/26/2013","408","0"
"703","2336","2684","9780374280604","Deep Down Dark: The Untold Stories of 33 Men Buried in a Chilean Mine, and the Miracle That Set Them Free","Héctor Tobar","19.71","Farrar, Straus and Giroux","10/07/2014","320","9780374534820","How Architecture Works: A Humanist's Toolkit","Witold Rybczynski","12.17","Farrar, Straus and Giroux","10/7/2014","368","0"
"705","2348","424","9781118458341","Building Construction Illustrated","Francis D. K. Ching","38.58","Wiley","02/17/2014","480","9781118723159","iPad mini For Dummies","Edward C. Baig","17.19","Wiley","2/10/2014","416","0"
"707","2348","1894","9781118458341","Building Construction Illustrated","Francis D. K. Ching","38.58","Wiley","02/17/2014","480","9781118833292","iPad for the Older and Wiser: Get Up and Running with Your Apple iPad, iPad Air and iPad Mini","Sean McManus","18.93","Wiley","2/17/2014","320","0"
"712","2374","2518","9781118116135","Fundamentals of Fluid Mechanics","Wade W. Huebsch","165.76","Wiley","05/15/2012","792","9781118204122","iOS Hacker's Handbook","Dion Blazakis","33.06","Wiley","5/8/2012","408","0"
"720","2379","1358","9780470501979","Fundamentals of Heat and Mass Transfer","David P. DeWitt","172.05","Wiley","04/12/2011","1072","9780470746448","Noise and Vibration Analysis: Signal Analysis and Experimental Procedures","Anders Brandt","0.0","Wiley","4/5/2011","464","0"
"724","2397","319","9780470903575","Building Codes Illustrated: A Guide to Understanding the 2012 International Building Code","Francis D. K. Ching","37.95","Wiley","07/10/2012","448","9781118255940","Autodesk Revit Architecture 2013: No Experience Required","Eric Wing","33.74","Wiley","7/10/2012","1056","0"
"741","2476","816","9781119942535","Making the Modern World: Materials and Dematerialization","Vaclav Smil","36.89","Wiley","12/16/2013","242","9781118789704","CCNA Routing and Switching Deluxe Study Guide: Exams 100-101, 200-101, and 200-120","Todd Lammle","61.83","Wiley","12/23/2013","1176","0"
"746","2511","196","9781494417277","The Art of War","Sun Tzu","6.09","CreateSpace Independent Publishing Platform","12/08/2013","34","9781494759957","Help Me! Guide to the iPad Air: Step-by-Step User Guide for the Fifth Generation iPad and iOS 7","Charles Hughes","8.34","CreateSpace Independent Publishing Platform","12/21/2013","262","0"
"749","2570","2955","9780486600611","Fundamentals of Astrodynamics (Dover Books on Aeronautical Engineering)","Roger  R. Bate","12.61","Dover Publications","06/01/1971","455","9780486217093","Basic Machines and How They Work","United States Bureau of Naval Personnel","9.95","Dover Publications","6/1/1971","128","0"
"750","2578","937","9780763758363","Exam Prep: Fire Fighter I And II","Dr.  Ben Hirst, Performance Training Systems","48.89","Jones & Bartlett Learning","05/29/2009","276","9780763756918","Adaptive Health Management Information Systems: Concepts, Cases, & Practical Applications","Joseph Tan","0.0","Jones & Bartlett Learning","5/21/2009","414","0"
"752","2587","2856","9780300176490","Water 4.0: The Past, Present, and Future of the Worlds Most Vital Resource","David Sedlak","18.68","Yale University Press","01/28/2014","352","9780300176490","Water 4.0: The Past, Present, and Future of the World's Most Vital Resource","David Sedlak","18.68","Yale University Press","1/31/2014","352","1"
"759","2612","2582","9781118146811","Statistical Quality Control","Douglas C. Montgomery","149.18","Wiley","06/19/2012","768","9781118130582","Mastering Autodesk Maya 2013","Todd Palamar","47.95","Wiley","6/19/2012","1008","0"
"760","2612","2933","9781118146811","Statistical Quality Control","Douglas C. Montgomery","149.18","Wiley","06/19/2012","768","9781118164303","Beginning R: The Statistical Programming Language","Mark Gardener","21.96","Wiley","6/13/2012","504","0"
"762","2612","3174","9781118146811","Statistical Quality Control","Douglas C. Montgomery","149.18","Wiley","06/19/2012","768","9781118336991","Word 2010 eLearning Kit For Dummies","Faithe Wempen","23.91","Wiley","6/13/2012","352","0"
"763","2621","57","9780470531082","Digital Design with RTL Design, VHDL, and Verilog","Frank Vahid","191.88","Wiley","03/09/2010","592","9780470497425","Local Online Advertising For Dummies","Court Cunningham","18.04","Wiley","3/29/2010","384","0"
"765","2621","1057","9780470531082","Digital Design with RTL Design, VHDL, and Verilog","Frank Vahid","191.88","Wiley","03/09/2010","592","9780470565520","Professional Android 2 Application Development","Reto Meier","32.7","Wiley","3/1/2010","576","0"
"767","2623","186","9780470631553","Microwave Engineering","David M. Pozar","77.95","Wiley","11/22/2011","720","9781119976875","Typographic Web Design: How to Think Like a Typographer in HTML and CSS","Laura Franz","28.74","Wiley","11/1/2011","336","0"
"769","2623","984","9780470631553","Microwave Engineering","David M. Pozar","77.95","Wiley","11/22/2011","720","9780470942192","Teach Yourself VISUALLY iPhone 4S","Guy Hart-Davis","15.18","Wiley","11/15/2011","320","0"
"780","2643","2937","9781118086834","Business Data Communications and Networking","Jerry FitzGerald","55.18","Wiley","08/23/2011","608","9781118016862","Microsoft Windows Server Administration Essentials","Tom Carpenter","25.28","Wiley","8/30/2011","400","0"
"788","2666","1868","9781449601621","Fire Officer: Principles And Practice","IAFC","65.64","Jones & Bartlett Learning","08/19/2010","394","9781449601621","Fire Officer: Principles And Practice","IAFC","0.0","Jones & Bartlett Learning","8/19/2010","394","1"
"789","2671","720","9780470501962","Introduction to Heat Transfer","David P. DeWitt","186.97","Wiley","06/07/2011","992","9780470878675","Troubleshooting and Maintaining Your PC All-in-One For Dummies","Dan Gookin","22.69","Wiley","6/28/2011","792","0"
"790","2671","1396","9780470501962","Introduction to Heat Transfer","David P. DeWitt","186.97","Wiley","06/07/2011","992","9781118004661","TI-Nspire For Dummies","Jeff McCalla","14.46","Wiley","6/7/2011","392","0"
"801","2734","1103","9780470080245","Rocket Propulsion Elements","George P. Sutton","115.29","Wiley","02/02/2010","784","9780470532867","Mastering Microsoft Windows Server 2008 R2","Mark Minasi","36.8","Wiley","2/2/2010","1488","0"
"804","2753","2212","9780470979815","Practical Reliability Engineering","Andre Kleyner","76.1","Wiley","01/30/2012","512","9781118105023","Scenario-Based Training with X-Plane and Microsoft Flight Simulator: Using PC-Based Flight Simulations Based on FAA-Industry Training Standards","Bruce Williams","27.03","Wiley","1/18/2012","624","0"
